Product Name,Product URL,Linhagem,Sobre a Genética,THC,THC/CBD,CBD,Tipo (%Sativa e %Indica),Floração,Sabor,Efeito
London Cheese - Automática,https://www.dentistaseeds.com/produtos/london-cheese-automatica/,Cheese x Skunk #1,"London Cheese é uma variedade híbrida que combina Cheese com Skunk #1. Esta combinação resulta em uma planta com um perfil de sabor forte e picante, e efeitos equilibrados e eufóricos.",Geralmente varia entre 18% e 22%,,,"Híbrida, com cerca de 60% Indica e 40% Sativa","Em média, leva cerca de 8 a 9 semanas para florescer completamente","Tem um sabor forte e picante, com notas predominantes de queijo envelhecido e especiarias, além de um toque de terrosidade.","Oferece um efeito equilibrado que pode proporcionar uma sensação de euforia, relaxamento e alívio do estresse. London Cheese é ideal para uso diurno e noturno, sendo perfeita para consumidores que buscam uma experiência saborosa e estimulante."
M8 - Automática,https://www.dentistaseeds.com/produtos/m8-automatica/,M8 x Auto,,Geralmente varia entre 18% e 22%,,,"Híbrida, 60% Indica - 40% Sativa","Em média, leva cerca de 8 a 10 semanas para florescer completamente","O sabor pode variar, mas geralmente apresenta notas terrosas e doces, com um toque de especiarias e frutas.","Oferece um efeito equilibrado que pode proporcionar uma sensação de euforia e relaxamento, com um leve aumento da criatividade e alívio do estresse. A variedade M8 é ideal para quem busca uma experiência de sabor e efeito versátil."
Magic Melon - Automática,https://www.dentistaseeds.com/produtos/magic-melon-automatica/,Mango Sherbet x Honeydew Melon,Magic Melon é conhecida por seu sabor frutado e seu efeito equilibrado. A combinação das linhagens Mango Melon e outras variedades frutadas resulta em uma planta com um perfil de sabor intenso e efeitos agradáveis.,Geralmente varia entre 18% e 24%,,,"Híbrida, com cerca de 60% Sativa e 40% Indica","Em média, leva cerca de 8 a 9 semanas para florescer completamente","Magic Melon tem um sabor doce e refrescante, com notas predominantes de melancia, manga e um leve toque de frutas tropicais.","Esta variedade proporciona um efeito eufórico e relaxante, oferecendo uma sensação de bem-estar e leveza. Magic Melon é frequentemente usada para aliviar estresse e melhorar o humor, sendo adequada para uso tanto diurno quanto noturno. É ideal para consumidores que buscam uma experiência saborosa e estimulante, com um perfil de sabor frutado e doce."
Magnum - Automática,https://www.dentistaseeds.com/produtos/magnum-automatica/,Northern Lights x AK-47,,Geralmente varia entre 18% e 22%,,,70% Indica - 30% Sativa,"Em média, leva cerca de 8 a 10 semanas para florescer completamente","O sabor pode variar, mas geralmente apresenta notas terrosas e doces, com um toque de especiarias e frutas.","Oferece um efeito equilibrado que pode proporcionar uma sensação de euforia e relaxamento, com um leve aumento da criatividade e alívio do estresse. A variedade Magnum é ideal para quem busca um perfil de sabor e efeito versátil."
Mimosa Cake - Automática,https://www.dentistaseeds.com/produtos/mimosa-cake-automatica/,Mimosa x Wedding Cake,"Mimosa Cake é uma variedade híbrida que combina Mimosa com Wedding Cake. Esta combinação resulta em uma planta com um perfil de sabor cítrico e doce, e efeitos equilibrados e eufóricos.",Geralmente varia entre 20% e 25%,,,"Híbrida, com cerca de 50% Sativa e 50% Indica","Em média, leva cerca de 8 a 9 semanas para florescer completamente","Tem um sabor doce e frutado, com notas predominantes de laranja, baunilha e um leve toque de especiarias.","Oferece um efeito equilibrado e alegre, proporcionando uma sensação de euforia, criatividade e leve relaxamento. Mimosa Cake é ideal para uso diurno e noturno, sendo perfeita para consumidores que buscam uma experiência saborosa e estimulante."
Mimosa x Orange Punch - Automática,https://www.dentistaseeds.com/produtos/mimosa-x-orange-punch-automatica/,Mimosa x Orange Punch,Mimosa x Orange Punch é uma variedade híbrida que combina o perfil frutado e cítrico da Mimosa com o sabor intenso e doce da Orange Punch. Esta variedade é conhecida por seu sabor vibrante e seus efeitos estimulantes.,Geralmente varia entre 20% e 25%,,,"Híbrida, com cerca de 60% Sativa e 40% Indica","Em média, leva cerca de 8 a 9 semanas para florescer completamente","Mimosa x Orange Punch tem um sabor doce e cítrico, com notas predominantes de laranja, limão e um leve toque de frutas tropicais.","Esta variedade oferece um efeito energizante e eufórico, ideal para promover criatividade e foco. Mimosa x Orange Punch é frequentemente usada para aliviar estresse e fadiga, sendo adequada para uso diurno. É ideal para consumidores que buscam uma experiência refrescante e estimulante, com um perfil de sabor frutado e vibrante."
Moby Dick - Automática,https://www.dentistaseeds.com/produtos/moby-dick-automatica/,White Widow x Haze,"Moby Dick combina a potência e o perfil de sabor da White Widow com as características eufóricas da Haze, resultando em uma planta com um perfil de sabor complexo e efeitos intensos.",Geralmente varia entre 22% e 27%,,,"Híbrida, com cerca de 75% Sativa e 25% Indica","Em média, leva cerca de 8 a 10 semanas para florescer completamente","Tem um sabor intenso e terroso, com notas predominantes de especiarias, pimenta e um leve toque de frutas cítricas.","Oferece um efeito potente e eufórico, proporcionando uma sensação de criatividade, energia e bem-estar. Moby Dick é frequentemente usada para aliviar estresse, depressão e fadiga, sendo adequada para uso diurno. É ideal para consumidores que buscam uma experiência intensa e estimulante com um perfil de sabor robusto."
Northern Lights - Automática,https://www.dentistaseeds.com/produtos/northern-lights-automatica/,Afghani x Thai,Northern Lights é uma variedade predominantemente Indica que combina genes de Afghani com Thai. Esta combinação resulta em uma planta com um perfil de sabor terroso e doce e efeitos profundamente relaxantes.,Geralmente varia entre 18% e 22%,,,"Predominantemente Indica, com cerca de 90% Indica e 10% Sativa","Em média, leva cerca de 7 a 8 semanas para florescer completamente","Tem um sabor doce e terroso, com notas predominantes de pinho e especiarias, e um toque leve de frutas.","Oferece um efeito relaxante e sedativo, proporcionando uma sensação de calma, euforia e alívio de estresse e dor. Northern Lights é ideal para uso noturno, sendo perfeita para consumidores que buscam uma experiência tranquila e reconfortante."
Orange Blossom - Automática,https://www.dentistaseeds.com/produtos/orange-blossom-automatica/,Orange Bud x Blossom,"Orange Blossom é uma variedade híbrida que combina Orange Bud com Blossom. Esta combinação resulta em uma planta com um perfil de sabor cítrico e frutado, e efeitos equilibrados.",Geralmente varia entre 18% e 22%,,,"Híbrida, com cerca de 60% Sativa e 40% Indica","Em média, leva cerca de 8 a 9 semanas para florescer completamente","Tem um sabor cítrico e doce, com notas predominantes de laranja e frutas tropicais, além de um leve toque floral.","Oferece um efeito energizante e alegre, proporcionando uma sensação de euforia, criatividade e leve relaxamento. Orange Blossom é ideal para uso diurno, sendo perfeita para consumidores que buscam uma experiência revigorante e estimulante."
Orange Bud - Fotoperíodo,https://www.dentistaseeds.com/produtos/orange-bud-fotoperiodo/,Skunk x Desconhecida,"Orange Bud é uma variedade conhecida por seu perfil de sabor cítrico e seu efeito equilibrado. Embora a linhagem exata não seja amplamente documentada, ela é valorizada por seus sabores distintos e seus efeitos agradáveis.",Geralmente varia entre 15% e 20%,,,"Predominantemente Indica, com cerca de 70% Indica e 30% Sativa","Em média, leva cerca de 8 semanas para florescer completamente","Orange Bud tem um sabor cítrico e doce, com notas de laranja, frutas e um leve toque de especiarias.","Esta variedade oferece um efeito equilibrado, proporcionando um relaxamento corporal suave e uma leve euforia cerebral. Orange Bud é frequentemente usada para aliviar o estresse, a ansiedade e a dor leve, sendo adequada para uso diurno. É ideal para consumidores que buscam uma experiência agradável e bem equilibrada, com um perfil de sabor frutado e refrescante."
Original Cinderella - Automática,https://www.dentistaseeds.com/produtos/original-cinderella-automatica/,Cinderella 99 x Princess,"Original Cinderella combina a potência e o perfil de sabor da Cinderella 99 com uma linhagem base sólida, resultando em uma planta com um perfil de sabor doce e efeitos enérgicos.",Geralmente varia entre 18% e 22%,,,"Híbrida, com cerca de 80% Sativa e 20% Indica","Em média, leva cerca de 8 a 9 semanas para florescer completamente","Tem um sabor doce e frutado, com notas predominantes de abacaxi, frutas tropicais e um leve toque cítrico.","Oferece um efeito energizante e eufórico, proporcionando uma sensação de criatividade e foco. Original Cinderella é frequentemente usada para aliviar estresse e fadiga, sendo adequada para uso diurno. É ideal para consumidores que buscam uma experiência saborosa com efeitos revigorantes e criativos."
Peyote Cookies - Fotoperíodo,https://www.dentistaseeds.com/produtos/peyote-cookies-fotoperiodo/,Peyote x GSC (Girl Scout Cookies),"Peyote Cookies combina o perfil terroso e potente da Peyote com a doçura e complexidade da GSC, resultando em uma planta com um sabor doce e complexo e efeitos relaxantes.",Geralmente varia entre 18% e 24%,,,"Híbrida, com cerca de 50% Sativa e 50% Indica","Em média, leva cerca de 8 a 9 semanas para florescer completamente","Tem um sabor doce e terroso, com notas predominantes de cookies, especiarias e um toque de frutas escuras.","Oferece um efeito relaxante e eufórico, proporcionando uma sensação de bem-estar e alívio de estresse. Peyote Cookies é frequentemente usada para aliviar dores e insônia, sendo adequada para uso noturno. É ideal para consumidores que buscam uma experiência saborosa e calmante com um perfil de efeito equilibrado."
Peyote WiFi - Fotoperíodo,https://www.dentistaseeds.com/produtos/peyote-wifi-fotoperiodo/,Peyote x Wifi OG,"Peyote Wifi combina o perfil terroso e potente da Peyote com a complexidade e o efeito relaxante da Wifi OG, resultando em uma planta com um perfil de sabor profundo e efeitos relaxantes.",Geralmente varia entre 18% e 24%,,,"Híbrida, com cerca de 50% Sativa e 50% Indica","Em média, leva cerca de 8 a 10 semanas para florescer completamente","Tem um sabor terroso e picante, com notas predominantes de especiarias, café e um toque de frutas escuras.","Oferece um efeito relaxante e sedativo, proporcionando uma sensação de bem-estar e alívio de estresse. Peyote Wifi é frequentemente usada para aliviar dores e insônia, sendo adequada para uso noturno. É ideal para consumidores que buscam uma experiência profunda e calmante com um perfil de sabor intenso."
Pineapple Express - Automática,https://www.dentistaseeds.com/produtos/pineapple-express-automatica/,Hawaiian x Trainwreck,"Pineapple Express combina as notas tropicais da Hawaiian com a potência e o perfil de sabor da Trainwreck, resultando em uma planta com um perfil de sabor frutado e efeitos estimulantes.",Geralmente varia entre 16% e 26%,,,"Híbrida, com cerca de 60% Sativa e 40% Indica","Em média, leva cerca de 7 a 9 semanas para florescer completamente","Tem um sabor doce e frutado, com notas predominantes de abacaxi, frutas tropicais e um leve toque de especiarias.","Oferece um efeito energizante e eufórico, proporcionando uma sensação de clareza mental e criatividade. Pineapple Express é frequentemente usada para aliviar estresse e depressão, sendo adequada para uso diurno. É ideal para consumidores que buscam uma experiência revigorante e refrescante com um perfil de sabor tropical."
Pineapple Larry OG - Automática,https://www.dentistaseeds.com/produtos/pineapple-larry-og-automatica/,Pineapple Kush x Larry OG,Pineapple Larry OG é uma variedade híbrida que combina Pineapple Kush com Larry OG. Esta combinação resulta em uma planta com um perfil de sabor tropical e um efeito equilibrado e eufórico.,Geralmente varia entre 18% e 22%,,,"Híbrida, com cerca de 60% Indica e 40% Sativa","Em média, leva cerca de 8 a 9 semanas para florescer completamente","Tem um sabor doce e tropical, com notas predominantes de abacaxi e frutas tropicais, além de um toque leve de especiarias e pinho.","Oferece um efeito relaxante e eufórico, proporcionando uma sensação de felicidade, tranquilidade e alívio de estresse. Pineapple Larry OG é ideal para uso diurno e noturno, sendo perfeita para consumidores que buscam uma experiência saborosa e equilibrada."
Pinkblack CBD 1-1 - Automática,https://www.dentistaseeds.com/produtos/pinkblack-cbd-1-1-automatica/,Pink Kush x Black Domina,"Pinkblack CBD é uma variedade híbrida que combina Pink Kush com Black Domina. Esta combinação resulta em uma planta com um perfil de sabor complexo e um equilíbrio de efeitos terapêuticos e relaxantes, com foco em um alto conteúdo de CBD.",,Geralmente varia entre 8% e 12%,,"Híbrida, com cerca de 60% Indica e 40% Sativa","Em média, leva cerca de 8 a 9 semanas para florescer completamente","Tem um sabor doce e terroso, com notas predominantes de baunilha e frutas escuras, além de um toque sutil de especiarias.","Oferece um efeito relaxante e calmante, com ênfase no alívio de estresse, dor e insônia, sem os efeitos psicoativos intensos. Pinkblack CBD é ideal para uso noturno e para consumidores que buscam benefícios terapêuticos com um efeito suave e equilibrado."
Purple Haze CBD Puro - Fotoperíodo,https://www.dentistaseeds.com/produtos/purple-haze-cbd-puro-fotoperiodo/,Purple Haze x linhagem rica em CBD,"Purple Haze CBD é uma variedade que combina o perfil clássico de Purple Haze com altos níveis de CBD, proporcionando um efeito equilibrado e terapêutico. Esta variedade é conhecida por seus benefícios medicinais e seu sabor característico.",,,Geralmente varia entre 10% e 15%,"Híbrida, com aproximadamente 70% Sativa e 30% Indica","Em média, leva cerca de 8 a 9 semanas para florescer completamente","Purple Haze CBD tem um sabor frutado e doce, com notas de berries, uvas e um leve toque de especiarias.","Esta variedade oferece um efeito terapêutico e relaxante, proporcionando alívio para estresse, dor e ansiedade sem uma euforia intensa. É adequada para uso diurno e noturno, sendo ideal para consumidores que buscam os benefícios do CBD com um efeito equilibrado e um perfil de sabor agradável."
Purple Punch OG - Automática,https://www.dentistaseeds.com/produtos/purple-punch-og-automatica/,Purple Punch x OG Kush,"Purple Punch OG combina as características doces e frutadas da Purple Punch com a potência e o sabor característico da OG Kush, resultando em uma planta com um perfil de sabor rico e efeitos profundos.",Geralmente varia entre 18% e 22%,,,"Híbrida, com cerca de 30% Sativa e 70% Indica","Em média, leva cerca de 8 a 9 semanas para florescer completamente","Tem um sabor doce e frutado, com notas predominantes de uvas, frutas vermelhas e um leve toque de especiarias.","Oferece um efeito relaxante e eufórico, proporcionando uma sensação de bem-estar e tranquilidade. Purple Punch OG é frequentemente usada para aliviar estresse, insônia e dor, sendo adequada para uso noturno. É ideal para consumidores que buscam uma experiência relaxante com um perfil de sabor doce e frutado."
Purple Wreck - Automática,https://www.dentistaseeds.com/produtos/purple-wreck-automatica/,Trainwreck x Purple Urkle,Purple Wreck é uma variedade híbrida que combina os efeitos poderosos de Trainwreck com o perfil de sabor e a cor vibrante de Purple Urkle. Esta variedade é conhecida por seus efeitos relaxantes e seu sabor marcante.,Geralmente varia entre 18% e 24%,,,"Híbrida, com cerca de 50% Sativa e 50% Indica","Em média, leva cerca de 8 a 9 semanas para florescer completamente","Purple Wreck tem um sabor doce e terroso, com notas de frutas escuras, uvas e um leve toque de especiarias.","Esta variedade oferece um efeito equilibrado, proporcionando um relaxamento corporal profundo e uma leve euforia cerebral. Purple Wreck é frequentemente usada para aliviar estresse, dor e insônia, sendo adequada para uso noturno. É ideal para consumidores que buscam uma experiência relaxante e prazerosa, com um perfil de sabor doce e complexo."
Red Critical - Automática,https://www.dentistaseeds.com/produtos/red-critical-automatica/,Critical Mass x Red Diesel,Red Critical é uma variedade híbrida que combina Critical Mass com Red Diesel. Esta combinação resulta em uma planta com um perfil de sabor robusto e efeitos fortes e equilibrados.,Geralmente varia entre 18% e 22%,,,"Híbrida, com cerca de 60% Indica e 40% Sativa","Em média, leva cerca de 8 a 9 semanas para florescer completamente","Tem um sabor terroso e doce, com notas predominantes de frutas vermelhas e especiarias, além de um leve toque de diesel.","Oferece um efeito relaxante e sedativo, proporcionando uma sensação de calma e alívio do estresse. Red Critical é ideal para uso noturno, sendo perfeita para consumidores que buscam uma experiência tranquilizante e confortável."
Red Poison - Automática,https://www.dentistaseeds.com/produtos/red-poison-automatica/,Green Poison x Pakman,Red Poison combina as características frutadas e profundas da Purple com uma linhagem base que realça suas cores vibrantes e perfil de sabor doce e terroso.,Geralmente varia entre 15% e 20%,,,"Híbrida, com cerca de 30% Sativa e 70% Indica","Em média, leva cerca de 7 a 8 semanas para florescer completamente","Tem um sabor doce e terroso, com notas predominantes de frutas vermelhas, especiarias e um leve toque de terra.","Oferece um efeito relaxante e calmante, proporcionando uma sensação de tranquilidade e bem-estar. Red Poison é frequentemente usada para aliviar estresse, dor e insônia, sendo adequada para uso noturno. É ideal para consumidores que buscam uma experiência doce e profundamente relaxante com efeitos suaves."
Somango 47 - Fotoperíodo,https://www.dentistaseeds.com/produtos/somango-47-fotoperiodo/,Somango x AK-47,"Somango 47 combina o perfil frutado e tropical da Somango com a potência e a robustez da AK-47, resultando em uma planta com um perfil de sabor doce e efeitos equilibrados.",Geralmente varia entre 18% e 22%,,,"Híbrida, com cerca de 50% Sativa e 50% Indica","Em média, leva cerca de 8 a 9 semanas para florescer completamente","Tem um sabor doce e frutado, com notas predominantes de manga, pêssego e um leve toque de especiarias.","Oferece um efeito equilibrado e relaxante, proporcionando uma sensação de bem-estar e leve euforia. Somango 47 é frequentemente usada para aliviar estresse e ansiedade, sendo adequada para uso diurno e noturno. É ideal para consumidores que buscam uma experiência saborosa com efeitos bem equilibrados."
Sour Diesel - Automática,https://www.dentistaseeds.com/produtos/sour-diesel-automatica/,Chemdawg x Super Skunk,"Sour Diesel combina o perfil pungente e diesel da Chemdawg com a robustez e o aroma característico da Super Skunk, resultando em uma planta com um perfil de sabor distinto e efeitos energizantes.",Geralmente varia entre 20% e 25%,,,"Híbrida, com cerca de 90% Sativa e 10% Indica","Em média, leva cerca de 9 a 10 semanas para florescer completamente","Tem um sabor forte e diesel, com notas predominantes de limão, pinho e um toque de especiarias.","Oferece um efeito energizante e eufórico, proporcionando uma sensação de criatividade e foco. Sour Diesel é frequentemente usada para aliviar estresse, depressão e fadiga, sendo adequada para uso diurno. É ideal para consumidores que buscam uma experiência intensa e revigorante com um perfil de sabor pungente."
Sour Ripper - Automática,https://www.dentistaseeds.com/produtos/sour-ripper-automatica/,Sour Diesel x Ripper Haze,"Sour Ripper é uma variedade híbrida conhecida por seu perfil de sabor ácido e seus efeitos potentes. Desenvolvida a partir de variedades com características azedas e intensas, esta variedade é valorizada por seu sabor marcante e seus efeitos equilibrados.",Geralmente varia entre 18% e 24%,,,"Híbrida, com cerca de 50% Sativa e 50% Indica","Em média, leva cerca de 8 a 9 semanas para florescer completamente","Sour Ripper tem um sabor ácido e picante, com notas predominantes de frutas cítricas, limão e um leve toque de especiarias.","Esta variedade oferece um efeito equilibrado, proporcionando uma sensação de euforia e relaxamento corporal. Sour Ripper é frequentemente usada para aliviar estresse, ansiedade e dor leve, sendo adequada para uso diurno. É ideal para consumidores que buscam uma experiência intensa e refrescante, com um perfil de sabor ácido e revigorante."
Strawberry Banana - Automática,https://www.dentistaseeds.com/produtos/strawberry-banana-automatica/,Strawberry Bubblegum x Banana OG,"Strawberry Banana é uma variedade híbrida desenvolvida pela combinação de Strawberry Bubblegum com Banana OG. Esta combinação resulta em uma planta com um perfil aromático e saboroso, junto com efeitos equilibrados e prazerosos.",Geralmente varia entre 22% e 26%,,,"Híbrida, com cerca de 70% Indica e 30% Sativa","Em média, leva cerca de 8 a 9 semanas para florescer completamente","Tem um sabor doce e frutado, com notas predominantes de morango e banana, além de um leve toque de baunilha.","Oferece um efeito relaxante e eufórico, proporcionando uma sensação de bem-estar, tranquilidade e felicidade. Strawberry Banana é ideal para uso noturno e para momentos em que é necessário um alívio de estresse ou dor. É perfeita para consumidores que buscam uma experiência saborosa e calmante."
Sweet Tangie - Fotoperíodo,https://www.dentistaseeds.com/produtos/sweet-tangie-fotoperiodo/,Tangie x Sweet Tooth,"Sweet Tangie combina o perfil cítrico e doce da Tangie com características de uma linhagem base que intensifica seu perfil de sabor frutado e efeitos energizantes, resultando em uma planta com uma experiência de sabor vibrante e efeitos revigorantes.",Geralmente varia entre 18% e 22%,,,"Híbrida, com cerca de 60% Sativa e 40% Indica","Em média, leva cerca de 8 a 9 semanas para florescer completamente","Tem um sabor doce e cítrico, com notas predominantes de tangerina, laranja e um leve toque de frutas tropicais.","Oferece um efeito energizante e eufórico, proporcionando uma sensação de clareza mental e criatividade. Sweet Tangie é frequentemente usada para aliviar estresse e fadiga, sendo adequada para uso diurno. É ideal para consumidores que buscam uma experiência refrescante e estimulante com um perfil de sabor marcante e doce."
Tangie - Automática,https://www.dentistaseeds.com/produtos/tangie-automatica/,Tangerine x California Orange,"Tangie é uma variedade híbrida que combina Tangerine com California Orange. Conhecida por seu perfil aromático cítrico e refrescante, Tangie oferece uma experiência vibrante e saborosa.",Geralmente varia entre 18% e 22%,,,"Híbrida, com cerca de 70% Sativa e 30% Indica","Em média, leva cerca de 8 a 9 semanas para florescer completamente","Tem um sabor cítrico e doce, com notas predominantes de tangerina e laranja, além de um leve toque de terroso.","Oferece um efeito energizante e eufórico, proporcionando uma sensação de felicidade, criatividade e foco. Tangie é ideal para uso diurno, sendo perfeita para consumidores que buscam uma experiência revigorante e estimulante."
Watermelon - Automática,https://www.dentistaseeds.com/produtos/watermelon-automatica/,Watermelon x Auto,Watermelon é conhecida por seu perfil de sabor marcante e suas características de produção. É apreciada por seu sabor doce e seu efeito equilibrado.,Geralmente varia entre 18% e 22%,,,"Híbrida, com cerca de 50% Sativa e 50% Indica","Em média, leva cerca de 8 a 9 semanas para florescer completamente","Watermelon tem um sabor doce e frutado, com notas predominantes de melancia, frutas tropicais e um leve toque de especiarias.","Esta variedade oferece um efeito equilibrado, proporcionando uma sensação de euforia leve e um relaxamento corporal suave. Watermelon é frequentemente usada para aliviar estresse e ansiedade, sendo adequada para uso tanto diurno quanto noturno. É ideal para consumidores que buscam uma experiência refrescante e bem equilibrada, com um perfil de sabor frutado e doce."
Watermelon Champagne - Fotoperíodo,https://www.dentistaseeds.com/produtos/watermelon-champagne-fotoperiodo/,Watermelon x Champagne,Watermelon Champagne é uma variedade híbrida que combina as características frutadas da Watermelon com o perfil sofisticado da Champagne. Esta variedade é conhecida por seu sabor refrescante e seus efeitos agradáveis.,Geralmente varia entre 18% e 22%,,,"Híbrida, com cerca de 50% Sativa e 50% Indica","Em média, leva cerca de 8 a 9 semanas para florescer completamente","Watermelon Champagne tem um sabor doce e refrescante, com notas predominantes de melancia, frutas cítricas e um leve toque de especiarias.","Esta variedade proporciona um efeito equilibrado, oferecendo uma sensação de euforia e relaxamento suave. Watermelon Champagne é frequentemente usada para aliviar estresse, ansiedade e dor leve, sendo adequada para uso tanto diurno quanto noturno. É ideal para consumidores que buscam uma experiência saborosa e bem equilibrada, com um perfil de sabor frutado e refrescante."
White Widow - Automática,https://www.dentistaseeds.com/produtos/white-widow-automatica/,Brazilian Sativa x South Indian Indica,White Widow é uma variedade híbrida famosa que combina uma Sativa brasileira com uma Indica sul-indiana. Esta combinação resulta em uma planta com um perfil de sabor distintivo e efeitos marcantes.,Geralmente varia entre 18% e 25%,,,"Híbrida, com cerca de 60% Indica e 40% Sativa","Em média, leva cerca de 8 a 9 semanas para florescer completamente","Tem um sabor terroso e picante, com notas predominantes de pinho e especiarias, além de um toque levemente doce.","Oferece um efeito potente e equilibrado, proporcionando uma sensação de euforia, criatividade e relaxamento. White Widow é adequada para uso diurno e noturno, sendo ideal para consumidores que buscam uma experiência energizante e reconfortante."
Zkittlez - Automática,https://www.dentistaseeds.com/produtos/zkittlez-automatica/,Grape Ape x Grapefruit,"Zkittlez é uma variedade híbrida famosa por seu perfil de sabor doce e frutado, além de seus efeitos relaxantes e eufóricos. Desenvolvida a partir do cruzamento entre Grape Ape e Grapefruit, esta variedade é conhecida por seu sabor vibrante e seus efeitos equilibrados.",Geralmente varia entre 15% e 25%,,,"Híbrida, com cerca de 50% Sativa e 50% Indica","Em média, leva cerca de 8 a 9 semanas para florescer completamente","Zkittlez tem um sabor doce e frutado, com notas predominantes de frutas cítricas, uvas e um leve toque de doce de frutas.","Esta variedade oferece um efeito eufórico e relaxante, proporcionando uma sensação de felicidade e calma. Zkittlez é frequentemente usada para aliviar estresse, ansiedade e dor leve, sendo adequada para uso tanto diurno quanto noturno. É ideal para consumidores que buscam uma experiência saborosa e equilibrada, com um perfil de sabor vibrante e doce."
Zkittlez - Fotoperíodo,https://www.dentistaseeds.com/produtos/zkittlez-fotoperiodo/,Grape Ape x Grapefruit,"Zkittlez é uma variedade híbrida famosa por seu perfil de sabor doce e frutado, além de seus efeitos relaxantes e eufóricos. Desenvolvida a partir do cruzamento entre Grape Ape e Grapefruit, esta variedade é conhecida por seu sabor vibrante e seus efeitos equilibrados.",Geralmente varia entre 15% e 25%,,,"Híbrida, com cerca de 50% Sativa e 50% Indica","Em média, leva cerca de 8 a 9 semanas para florescer completamente","Zkittlez tem um sabor doce e frutado, com notas predominantes de frutas cítricas, uvas e um leve toque de doce de frutas.","Esta variedade oferece um efeito eufórico e relaxante, proporcionando uma sensação de felicidade e calma. Zkittlez é frequentemente usada para aliviar estresse, ansiedade e dor leve, sendo adequada para uso tanto diurno quanto noturno. É ideal para consumidores que buscam uma experiência saborosa e equilibrada, com um perfil de sabor vibrante e doce."
Zombie Kush- Automática,https://www.dentistaseeds.com/produtos/zombie-kush-automatica/,Amnesia x Lavander x Bubba Kush,Zombie Kush é conhecida por seu perfil de sabor complexo e seus efeitos relaxantes e sedativos. A combinação das linhagens Bubba Kush e Amnesia resulta em uma planta com características notáveis tanto no sabor quanto nos efeitos.,Geralmente varia entre 20% e 26%,,,"Híbrida, com cerca de 30% Sativa e 70% Indica","Em média, leva cerca de 8 a 9 semanas para florescer completamente","Zombie Kush tem um sabor terroso e doce, com notas predominantes de café, chocolate e especiarias.","Esta variedade oferece um efeito potente e sedativo, proporcionando um relaxamento corporal profundo e uma sensação de euforia. Zombie Kush é frequentemente usada para aliviar estresse, dor e insônia, sendo mais adequada para uso noturno. É ideal para consumidores que buscam uma experiência relaxante e sedativa, com um perfil de sabor rico e complexo."
